Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
13.77956, 2020-2039, giss_e2_r, Dec Average, Tunisia, TUN
9.184756, 2020-2039, ipsl_cm5a_mr, Jan Average, Tunisia, TUN
11.765698, 2020-2039, ipsl_cm5a_mr, Feb Average, Tunisia, TUN
14.448782, 2020-2039, ipsl_cm5a_mr, Mar Average, Tunisia, TUN
18.114384, 2020-2039, ipsl_cm5a_mr, Apr Average, Tunisia, TUN
22.224104, 2020-2039, ipsl_cm5a_mr, May Average, Tunisia, TUN
27.674784, 2020-2039, ipsl_cm5a_mr, Jun Average, Tunisia, TUN
30.976427, 2020-2039, ipsl_cm5a_mr, Jul Average, Tunisia, TUN
29.908308, 2020-2039, ipsl_cm5a_mr, Aug Average, Tunisia, TUN
26.081892, 2020-2039, ipsl_cm5a_mr, Sep Average, Tunisia, TUN
20.185581, 2020-2039, ipsl_cm5a_mr, Oct Average, Tunisia, TUN
13.514362, 2020-2039, ipsl_cm5a_mr, Nov Average, Tunisia, TUN
9.414167, 2020-2039, ipsl_cm5a_mr, Dec Average, Tunisia, TUN
11.302614, 2020-2039, miroc_esm, Jan Average, Tunisia, TUN
13.350832, 2020-2039, miroc_esm, Feb Average, Tunisia, TUN
15.971373, 2020-2039, miroc_esm, Mar Average, Tunisia, TUN
18.917707, 2020-2039, miroc_esm, Apr Average, Tunisia, TUN
23.122929, 2020-2039, miroc_esm, May Average, Tunisia, TUN
28.39871, 2020-2039, miroc_esm, Jun Average, Tunisia, TUN
31.1361, 2020-2039, miroc_esm, Jul Average, Tunisia, TUN
29.870712, 2020-2039, miroc_esm, Aug Average, Tunisia, TUN
26.09956, 2020-2039, miroc_esm, Sep Average, Tunisia, TUN
21.100878, 2020-2039, miroc_esm, Oct Average, Tunisia, TUN
16.358574, 2020-2039, miroc_esm, Nov Average, Tunisia, TUN
12.63435, 2020-2039, miroc_esm, Dec Average, Tunisia, TUN
11.673613, 2020-2039, miroc_esm_chem, Jan Average, Tunisia, TUN
13.0096655, 2020-2039, miroc_esm_chem, Feb Average, Tunisia, TUN
15.933483, 2020-2039, miroc_esm_chem, Mar Average, Tunisia, TUN
19.525782, 2020-2039, miroc_esm_chem, Apr Average, Tunisia, TUN
23.730747, 2020-2039, miroc_esm_chem, May Average, Tunisia, TUN
28.09195, 2020-2039, miroc_esm_chem, Jun Average, Tunisia, TUN
31.127869, 2020-2039, miroc_esm_chem, Jul Average, Tunisia, TUN
29.885576, 2020-2039, miroc_esm_chem, Aug Average, Tunisia, TUN
26.527786, 2020-2039, miroc_esm_chem, Sep Average, Tunisia, TUN
20.867897, 2020-2039, miroc_esm_chem, Oct Average, Tunisia, TUN
16.32995, 2020-2039, miroc_esm_chem, Nov Average, Tunisia, TUN
12.882556, 2020-2039, miroc_esm_chem, Dec Average, Tunisia, TUN
12.516127, 2020-2039, miroc5, Jan Average, Tunisia, TUN
14.112623, 2020-2039, miroc5, Feb Average, Tunisia, TUN
17.291735, 2020-2039, miroc5, Mar Average, Tunisia, TUN
21.283443, 2020-2039, miroc5, Apr Average, Tunisia, TUN
25.635092, 2020-2039, miroc5, May Average, Tunisia, TUN
31.077103, 2020-2039, miroc5, Jun Average, Tunisia, TUN
35.310844, 2020-2039, miroc5, Jul Average, Tunisia, TUN
33.392086, 2020-2039, miroc5, Aug Average, Tunisia, TUN
28.060183, 2020-2039, miroc5, Sep Average, Tunisia, TUN
22.463844, 2020-2039, miroc5, Oct Average, Tunisia, TUN
16.925121, 2020-2039, miroc5, Nov Average, Tunisia, TUN
13.0099535, 2020-2039, miroc5, Dec Average, Tunisia, TUN
9.586228, 2020-2039, mri_cgcm3, Jan Average, Tunisia, TUN
11.215011, 2020-2039, mri_cgcm3, Feb Average, Tunisia, TUN
14.052139, 2020-2039, mri_cgcm3, Mar Average, Tunisia, TUN
17.61651, 2020-2039, mri_cgcm3, Apr Average, Tunisia, TUN
22.741781, 2020-2039, mri_cgcm3, May Average, Tunisia, TUN
26.614368, 2020-2039, mri_cgcm3, Jun Average, Tunisia, TUN
29.923084, 2020-2039, mri_cgcm3, Jul Average, Tunisia, TUN
28.722284, 2020-2039, mri_cgcm3, Aug Average, Tunisia, TUN
24.721516, 2020-2039, mri_cgcm3, Sep Average, Tunisia, TUN
19.057219, 2020-2039, mri_cgcm3, Oct Average, Tunisia, TUN
13.580175, 2020-2039, mri_cgcm3, Nov Average, Tunisia, TUN
10.023131, 2020-2039, mri_cgcm3, Dec Average, Tunisia, TUN
10.703667, 2020-2039, noresm1_m, Jan Average, Tunisia, TUN
12.48323, 2020-2039, noresm1_m, Feb Average, Tunisia, TUN
15.569612, 2020-2039, noresm1_m, Mar Average, Tunisia, TUN
19.21569, 2020-2039, noresm1_m, Apr Average, Tunisia, TUN
22.889273, 2020-2039, noresm1_m, May Average, Tunisia, TUN
27.43648, 2020-2039, noresm1_m, Jun Average, Tunisia, TUN
29.952518, 2020-2039, noresm1_m, Jul Average, Tunisia, TUN
29.12359, 2020-2039, noresm1_m, Aug Average, Tunisia, TUN
24.72162, 2020-2039, noresm1_m, Sep Average, Tunisia, TUN
19.49875, 2020-2039, noresm1_m, Oct Average, Tunisia, TUN
14.943463, 2020-2039, noresm1_m, Nov Average, Tunisia, TUN
11.194899, 2020-2039, noresm1_m, Dec Average, Tunisia, TUN
5.0592437, 2020-2039, bcc_csm1_1, Jan Average, Turkey, TUR
4.6172447, 2020-2039, bcc_csm1_1, Feb Average, Turkey, TUR
6.767079, 2020-2039, bcc_csm1_1, Mar Average, Turkey, TUR
11.31325, 2020-2039, bcc_csm1_1, Apr Average, Turkey, TUR
16.15727, 2020-2039, bcc_csm1_1, May Average, Turkey, TUR
22.57872, 2020-2039, bcc_csm1_1, Jun Average, Turkey, TUR
26.743359, 2020-2039, bcc_csm1_1, Jul Average, Turkey, TUR
25.79879, 2020-2039, bcc_csm1_1, Aug Average, Turkey, TUR
21.507837, 2020-2039, bcc_csm1_1, Sep Average, Turkey, TUR
16.148863, 2020-2039, bcc_csm1_1, Oct Average, Turkey, TUR
10.329706, 2020-2039, bcc_csm1_1, Nov Average, Turkey, TUR
6.6473913, 2020-2039, bcc_csm1_1, Dec Average, Turkey, TUR
4.6255507, 2020-2039, bcc_csm1_1_m, Jan Average, Turkey, TUR
4.6830583, 2020-2039, bcc_csm1_1_m, Feb Average, Turkey, TUR
7.381205, 2020-2039, bcc_csm1_1_m, Mar Average, Turkey, TUR
12.307934, 2020-2039, bcc_csm1_1_m, Apr Average, Turkey, TUR
16.486727, 2020-2039, bcc_csm1_1_m, May Average, Turkey, TUR
22.743116, 2020-2039, bcc_csm1_1_m, Jun Average, Turkey, TUR
26.619556, 2020-2039, bcc_csm1_1_m, Jul Average, Turkey, TUR
25.582619, 2020-2039, bcc_csm1_1_m, Aug Average, Turkey, TUR
20.491762, 2020-2039, bcc_csm1_1_m, Sep Average, Turkey, TUR
14.676131, 2020-2039, bcc_csm1_1_m, Oct Average, Turkey, TUR
8.893809, 2020-2039, bcc_csm1_1_m, Nov Average, Turkey, TUR
5.740515, 2020-2039, bcc_csm1_1_m, Dec Average, Turkey, TUR
3.345825, 2020-2039, ccsm4, Jan Average, Turkey, TUR
4.5349765, 2020-2039, ccsm4, Feb Average, Turkey, TUR
7.153882, 2020-2039, ccsm4, Mar Average, Turkey, TUR
11.695767, 2020-2039, ccsm4, Apr Average, Turkey, TUR
16.155867, 2020-2039, ccsm4, May Average, Turkey, TUR
21.781864, 2020-2039, ccsm4, Jun Average, Turkey, TUR
27.374763, 2020-2039, ccsm4, Jul Average, Turkey, TUR
27.23978, 2020-2039, ccsm4, Aug Average, Turkey, TUR
21.00535, 2020-2039, ccsm4, Sep Average, Turkey, TUR
14.342021, 2020-2039, ccsm4, Oct Average, Turkey, TUR
8.459423, 2020-2039, ccsm4, Nov Average, Turkey, TUR
4.661339, 2020-2039, ccsm4, Dec Average, Turkey, TUR
2.1003032, 2020-2039, cesm1_cam5, Jan Average, Turkey, TUR
3.11317, 2020-2039, cesm1_cam5, Feb Average, Turkey, TUR
6.043082, 2020-2039, cesm1_cam5, Mar Average, Turkey, TUR
11.577147, 2020-2039, cesm1_cam5, Apr Average, Turkey, TUR
16.386625, 2020-2039, cesm1_cam5, May Average, Turkey, TUR
21.527905, 2020-2039, cesm1_cam5, Jun Average, Turkey, TUR
25.836105, 2020-2039, cesm1_cam5, Jul Average, Turkey, TUR
26.51566, 2020-2039, cesm1_cam5, Aug Average, Turkey, TUR
21.256624, 2020-2039, cesm1_cam5, Sep Average, Turkey, TUR
14.14217, 2020-2039, cesm1_cam5, Oct Average, Turkey, TUR
8.508935, 2020-2039, cesm1_cam5, Nov Average, Turkey, TUR
3.5675554, 2020-2039, cesm1_cam5, Dec Average, Turkey, TUR
3.8027775, 2020-2039, csiro_mk3_6_0, Jan Average, Turkey, TUR
4.751174, 2020-2039, csiro_mk3_6_0, Feb Average, Turkey, TUR
7.3804035, 2020-2039, csiro_mk3_6_0, Mar Average, Turkey, TUR
12.067603, 2020-2039, csiro_mk3_6_0, Apr Average, Turkey, TUR
17.736515, 2020-2039, csiro_mk3_6_0, May Average, Turkey, TUR
23.563595, 2020-2039, csiro_mk3_6_0, Jun Average, Turkey, TUR
27.452517, 2020-2039, csiro_mk3_6_0, Jul Average, Turkey, TUR
26.16702, 2020-2039, csiro_mk3_6_0, Aug Average, Turkey, TUR
20.34545, 2020-2039, csiro_mk3_6_0, Sep Average, Turkey, TUR
14.525768, 2020-2039, csiro_mk3_6_0, Oct Average, Turkey, TUR
8.554562, 2020-2039, csiro_mk3_6_0, Nov Average, Turkey, TUR
4.206211, 2020-2039, csiro_mk3_6_0, Dec Average, Turkey, TUR
6.136989, 2020-2039, fio_esm, Jan Average, Turkey, TUR
6.7993765, 2020-2039, fio_esm, Feb Average, Turkey, TUR
9.228722, 2020-2039, fio_esm, Mar Average, Turkey, TUR
12.493701, 2020-2039, fio_esm, Apr Average, Turkey, TUR
16.58422, 2020-2039, fio_esm, May Average, Turkey, TUR
21.438587, 2020-2039, fio_esm, Jun Average, Turkey, TUR
26.234991, 2020-2039, fio_esm, Jul Average, Turkey, TUR
26.201357, 2020-2039, fio_esm, Aug Average, Turkey, TUR
21.387577, 2020-2039, fio_esm, Sep Average, Turkey, TUR
16.03609, 2020-2039, fio_esm, Oct Average, Turkey, TUR
10.886036, 2020-2039, fio_esm, Nov Average, Turkey, TUR
8.07779, 2020-2039, fio_esm, Dec Average, Turkey, TUR
2.6289024, 2020-2039, gfdl_cm3, Jan Average, Turkey, TUR
3.5176172, 2020-2039, gfdl_cm3, Feb Average, Turkey, TUR
6.8708177, 2020-2039, gfdl_cm3, Mar Average, Turkey, TUR
10.749555, 2020-2039, gfdl_cm3, Apr Average, Turkey, TUR
15.7468195, 2020-2039, gfdl_cm3, May Average, Turkey, TUR
21.11496, 2020-2039, gfdl_cm3, Jun Average, Turkey, TUR
25.210205, 2020-2039, gfdl_cm3, Jul Average, Turkey, TUR
27.040323, 2020-2039, gfdl_cm3, Aug Average, Turkey, TUR
22.54661, 2020-2039, gfdl_cm3, Sep Average, Turkey, TUR
14.9058895, 2020-2039, gfdl_cm3, Oct Average, Turkey, TUR
8.120331, 2020-2039, gfdl_cm3, Nov Average, Turkey, TUR
3.9525151, 2020-2039, gfdl_cm3, Dec Average, Turkey, TUR
4.023369, 2020-2039, gfdl_esm2m, Jan Average, Turkey, TUR
5.120636, 2020-2039, gfdl_esm2m, Feb Average, Turkey, TUR
8.452526, 2020-2039, gfdl_esm2m, Mar Average, Turkey, TUR
12.632111, 2020-2039, gfdl_esm2m, Apr Average, Turkey, TUR
17.16034, 2020-2039, gfdl_esm2m, May Average, Turkey, TUR
21.983774, 2020-2039, gfdl_esm2m, Jun Average, Turkey, TUR
26.487677, 2020-2039, gfdl_esm2m, Jul Average, Turkey, TUR
26.37274, 2020-2039, gfdl_esm2m, Aug Average, Turkey, TUR
22.016405, 2020-2039, gfdl_esm2m, Sep Average, Turkey, TUR
16.414759, 2020-2039, gfdl_esm2m, Oct Average, Turkey, TUR
9.440759, 2020-2039, gfdl_esm2m, Nov Average, Turkey, TUR
5.4201627, 2020-2039, gfdl_esm2m, Dec Average, Turkey, TUR
4.770336, 2020-2039, giss_e2_h, Jan Average, Turkey, TUR
5.7505555, 2020-2039, giss_e2_h, Feb Average, Turkey, TUR
9.263161, 2020-2039, giss_e2_h, Mar Average, Turkey, TUR
12.23515, 2020-2039, giss_e2_h, Apr Average, Turkey, TUR
16.020054, 2020-2039, giss_e2_h, May Average, Turkey, TUR
19.597654, 2020-2039, giss_e2_h, Jun Average, Turkey, TUR
21.152468, 2020-2039, giss_e2_h, Jul Average, Turkey, TUR
20.751093, 2020-2039, giss_e2_h, Aug Average, Turkey, TUR
19.335545, 2020-2039, giss_e2_h, Sep Average, Turkey, TUR
14.704027, 2020-2039, giss_e2_h, Oct Average, Turkey, TUR
9.446142, 2020-2039, giss_e2_h, Nov Average, Turkey, TUR
6.233778, 2020-2039, giss_e2_h, Dec Average, Turkey, TUR
4.0759735, 2020-2039, giss_e2_r, Jan Average, Turkey, TUR
5.31408, 2020-2039, giss_e2_r, Feb Average, Turkey, TUR
8.108676, 2020-2039, giss_e2_r, Mar Average, Turkey, TUR
12.238242, 2020-2039, giss_e2_r, Apr Average, Turkey, TUR
15.807536, 2020-2039, giss_e2_r, May Average, Turkey, TUR
19.950777, 2020-2039, giss_e2_r, Jun Average, Turkey, TUR
22.462578, 2020-2039, giss_e2_r, Jul Average, Turkey, TUR
22.408566, 2020-2039, giss_e2_r, Aug Average, Turkey, TUR
20.2286, 2020-2039, giss_e2_r, Sep Average, Turkey, TUR
14.42876, 2020-2039, giss_e2_r, Oct Average, Turkey, TUR
9.194085, 2020-2039, giss_e2_r, Nov Average, Turkey, TUR
5.234402, 2020-2039, giss_e2_r, Dec Average, Turkey, TUR
2.5348942, 2020-2039, ipsl_cm5a_mr, Jan Average, Turkey, TUR
4.484491, 2020-2039, ipsl_cm5a_mr, Feb Average, Turkey, TUR
6.8529344, 2020-2039, ipsl_cm5a_mr, Mar Average, Turkey, TUR
10.172896, 2020-2039, ipsl_cm5a_mr, Apr Average, Turkey, TUR
15.3883505, 2020-2039, ipsl_cm5a_mr, May Average, Turkey, TUR
20.831835, 2020-2039, ipsl_cm5a_mr, Jun Average, Turkey, TUR
24.380733, 2020-2039, ipsl_cm5a_mr, Jul Average, Turkey, TUR
24.611977, 2020-2039, ipsl_cm5a_mr, Aug Average, Turkey, TUR
20.641478, 2020-2039, ipsl_cm5a_mr, Sep Average, Turkey, TUR
14.30679, 2020-2039, ipsl_cm5a_mr, Oct Average, Turkey, TUR
8.575785, 2020-2039, ipsl_cm5a_mr, Nov Average, Turkey, TUR
3.574231, 2020-2039, ipsl_cm5a_mr, Dec Average, Turkey, TUR
6.9149227, 2020-2039, miroc_esm, Jan Average, Turkey, TUR
8.285121, 2020-2039, miroc_esm, Feb Average, Turkey, TUR
10.640063, 2020-2039, miroc_esm, Mar Average, Turkey, TUR
14.848179, 2020-2039, miroc_esm, Apr Average, Turkey, TUR
19.108362, 2020-2039, miroc_esm, May Average, Turkey, TUR
24.309223, 2020-2039, miroc_esm, Jun Average, Turkey, TUR
29.005758, 2020-2039, miroc_esm, Jul Average, Turkey, TUR
29.16631, 2020-2039, miroc_esm, Aug Average, Turkey, TUR
23.104006, 2020-2039, miroc_esm, Sep Average, Turkey, TUR
16.83244, 2020-2039, miroc_esm, Oct Average, Turkey, TUR
11.342872, 2020-2039, miroc_esm, Nov Average, Turkey, TUR
8.258495, 2020-2039, miroc_esm, Dec Average, Turkey, TUR
7.171571, 2020-2039, miroc_esm_chem, Jan Average, Turkey, TUR
8.364156, 2020-2039, miroc_esm_chem, Feb Average, Turkey, TUR
10.918104, 2020-2039, miroc_esm_chem, Mar Average, Turkey, TUR
15.323652, 2020-2039, miroc_esm_chem, Apr Average, Turkey, TUR
19.114948, 2020-2039, miroc_esm_chem, May Average, Turkey, TUR
24.559906, 2020-2039, miroc_esm_chem, Jun Average, Turkey, TUR
29.23452, 2020-2039, miroc_esm_chem, Jul Average, Turkey, TUR
28.82903, 2020-2039, miroc_esm_chem, Aug Average, Turkey, TUR
23.442358, 2020-2039, miroc_esm_chem, Sep Average, Turkey, TUR
16.988886, 2020-2039, miroc_esm_chem, Oct Average, Turkey, TUR
11.569219, 2020-2039, miroc_esm_chem, Nov Average, Turkey, TUR
8.606903, 2020-2039, miroc_esm_chem, Dec Average, Turkey, TUR
5.950063, 2020-2039, miroc5, Jan Average, Turkey, TUR
6.9239864, 2020-2039, miroc5, Feb Average, Turkey, TUR
9.246221, 2020-2039, miroc5, Mar Average, Turkey, TUR
13.778525, 2020-2039, miroc5, Apr Average, Turkey, TUR
18.776855, 2020-2039, miroc5, May Average, Turkey, TUR
24.29298, 2020-2039, miroc5, Jun Average, Turkey, TUR
27.935154, 2020-2039, miroc5, Jul Average, Turkey, TUR
27.761751, 2020-2039, miroc5, Aug Average, Turkey, TUR
23.141123, 2020-2039, miroc5, Sep Average, Turkey, TUR
17.611786, 2020-2039, miroc5, Oct Average, Turkey, TUR
11.95289, 2020-2039, miroc5, Nov Average, Turkey, TUR
7.556161, 2020-2039, miroc5, Dec Average, Turkey, TUR
1.4758592, 2020-2039, mri_cgcm3, Jan Average, Turkey, TUR
2.7198796, 2020-2039, mri_cgcm3, Feb Average, Turkey, TUR
5.1991262, 2020-2039, mri_cgcm3, Mar Average, Turkey, TUR
9.5620165, 2020-2039, mri_cgcm3, Apr Average, Turkey, TUR
14.488571, 2020-2039, mri_cgcm3, May Average, Turkey, TUR
18.397793, 2020-2039, mri_cgcm3, Jun Average, Turkey, TUR
22.245153, 2020-2039, mri_cgcm3, Jul Average, Turkey, TUR
21.809929, 2020-2039, mri_cgcm3, Aug Average, Turkey, TUR
18.141464, 2020-2039, mri_cgcm3, Sep Average, Turkey, TUR
11.803118, 2020-2039, mri_cgcm3, Oct Average, Turkey, TUR
5.887342, 2020-2039, mri_cgcm3, Nov Average, Turkey, TUR
2.0923629, 2020-2039, mri_cgcm3, Dec Average, Turkey, TUR
5.133082, 2020-2039, noresm1_m, Jan Average, Turkey, TUR
6.510379, 2020-2039, noresm1_m, Feb Average, Turkey, TUR
8.620155, 2020-2039, noresm1_m, Mar Average, Turkey, TUR
12.559319, 2020-2039, noresm1_m, Apr Average, Turkey, TUR
17.407492, 2020-2039, noresm1_m, May Average, Turkey, TUR
23.189882, 2020-2039, noresm1_m, Jun Average, Turkey, TUR
27.48839, 2020-2039, noresm1_m, Jul Average, Turkey, TUR
27.43537, 2020-2039, noresm1_m, Aug Average, Turkey, TUR
21.818924, 2020-2039, noresm1_m, Sep Average, Turkey, TUR
14.821885, 2020-2039, noresm1_m, Oct Average, Turkey, TUR
9.183386, 2020-2039, noresm1_m, Nov Average, Turkey, TUR
5.803578, 2020-2039, noresm1_m, Dec Average, Turkey, TUR
3.2022314, 2020-2039, bcc_csm1_1, Jan Average, Turkmenistan, TKM
4.375005, 2020-2039, bcc_csm1_1, Feb Average, Turkmenistan, TKM
8.258791, 2020-2039, bcc_csm1_1, Mar Average, Turkmenistan, TKM
14.179819, 2020-2039, bcc_csm1_1, Apr Average, Turkmenistan, TKM
20.221998, 2020-2039, bcc_csm1_1, May Average, Turkmenistan, TKM
26.800797, 2020-2039, bcc_csm1_1, Jun Average, Turkmenistan, TKM
29.251528, 2020-2039, bcc_csm1_1, Jul Average, Turkmenistan, TKM
27.016558, 2020-2039, bcc_csm1_1, Aug Average, Turkmenistan, TKM
20.760479, 2020-2039, bcc_csm1_1, Sep Average, Turkmenistan, TKM
14.336013, 2020-2039, bcc_csm1_1, Oct Average, Turkmenistan, TKM
8.589211, 2020-2039, bcc_csm1_1, Nov Average, Turkmenistan, TKM
4.5593762, 2020-2039, bcc_csm1_1, Dec Average, Turkmenistan, TKM
1.4404639, 2020-2039, bcc_csm1_1_m, Jan Average, Turkmenistan, TKM
3.1348279, 2020-2039, bcc_csm1_1_m, Feb Average, Turkmenistan, TKM
8.474516, 2020-2039, bcc_csm1_1_m, Mar Average, Turkmenistan, TKM
15.933881, 2020-2039, bcc_csm1_1_m, Apr Average, Turkmenistan, TKM
23.397139, 2020-2039, bcc_csm1_1_m, May Average, Turkmenistan, TKM
30.217304, 2020-2039, bcc_csm1_1_m, Jun Average, Turkmenistan, TKM
33.090534, 2020-2039, bcc_csm1_1_m, Jul Average, Turkmenistan, TKM
30.256065, 2020-2039, bcc_csm1_1_m, Aug Average, Turkmenistan, TKM
22.572254, 2020-2039, bcc_csm1_1_m, Sep Average, Turkmenistan, TKM
14.87061, 2020-2039, bcc_csm1_1_m, Oct Average, Turkmenistan, TKM
7.3006973, 2020-2039, bcc_csm1_1_m, Nov Average, Turkmenistan, TKM
3.010747, 2020-2039, bcc_csm1_1_m, Dec Average, Turkmenistan, TKM
5.0538154, 2020-2039, ccsm4, Jan Average, Turkmenistan, TKM
6.7942142, 2020-2039, ccsm4, Feb Average, Turkmenistan, TKM
10.990338, 2020-2039, ccsm4, Mar Average, Turkmenistan, TKM
17.652863, 2020-2039, ccsm4, Apr Average, Turkmenistan, TKM
24.933224, 2020-2039, ccsm4, May Average, Turkmenistan, TKM
30.795433, 2020-2039, ccsm4, Jun Average, Turkmenistan, TKM
33.668877, 2020-2039, ccsm4, Jul Average, Turkmenistan, TKM
32.532673, 2020-2039, ccsm4, Aug Average, Turkmenistan, TKM
24.725016, 2020-2039, ccsm4, Sep Average, Turkmenistan, TKM
17.32761, 2020-2039, ccsm4, Oct Average, Turkmenistan, TKM
9.873503, 2020-2039, ccsm4, Nov Average, Turkmenistan, TKM
5.7765884, 2020-2039, ccsm4, Dec Average, Turkmenistan, TKM
3.8446908, 2020-2039, cesm1_cam5, Jan Average, Turkmenistan, TKM
5.825008, 2020-2039, cesm1_cam5, Feb Average, Turkmenistan, TKM
9.79613, 2020-2039, cesm1_cam5, Mar Average, Turkmenistan, TKM
17.909678, 2020-2039, cesm1_cam5, Apr Average, Turkmenistan, TKM
26.011919, 2020-2039, cesm1_cam5, May Average, Turkmenistan, TKM
31.3748, 2020-2039, cesm1_cam5, Jun Average, Turkmenistan, TKM
33.53654, 2020-2039, cesm1_cam5, Jul Average, Turkmenistan, TKM
31.81746, 2020-2039, cesm1_cam5, Aug Average, Turkmenistan, TKM
25.976357, 2020-2039, cesm1_cam5, Sep Average, Turkmenistan, TKM
17.859053, 2020-2039, cesm1_cam5, Oct Average, Turkmenistan, TKM
10.473891, 2020-2039, cesm1_cam5, Nov Average, Turkmenistan, TKM
5.959262, 2020-2039, cesm1_cam5, Dec Average, Turkmenistan, TKM
2.6988418, 2020-2039, csiro_mk3_6_0, Jan Average, Turkmenistan, TKM
5.7130594, 2020-2039, csiro_mk3_6_0, Feb Average, Turkmenistan, TKM
10.464806, 2020-2039, csiro_mk3_6_0, Mar Average, Turkmenistan, TKM
16.50114, 2020-2039, csiro_mk3_6_0, Apr Average, Turkmenistan, TKM
23.65339, 2020-2039, csiro_mk3_6_0, May Average, Turkmenistan, TKM
29.728817, 2020-2039, csiro_mk3_6_0, Jun Average, Turkmenistan, TKM
31.59749, 2020-2039, csiro_mk3_6_0, Jul Average, Turkmenistan, TKM
28.907112, 2020-2039, csiro_mk3_6_0, Aug Average, Turkmenistan, TKM
21.715954, 2020-2039, csiro_mk3_6_0, Sep Average, Turkmenistan, TKM
14.325697, 2020-2039, csiro_mk3_6_0, Oct Average, Turkmenistan, TKM
7.1042075, 2020-2039, csiro_mk3_6_0, Nov Average, Turkmenistan, TKM
2.6356003, 2020-2039, csiro_mk3_6_0, Dec Average, Turkmenistan, TKM
5.925987, 2020-2039, fio_esm, Jan Average, Turkmenistan, TKM
7.7832627, 2020-2039, fio_esm, Feb Average, Turkmenistan, TKM
10.420707, 2020-2039, fio_esm, Mar Average, Turkmenistan, TKM
16.972921, 2020-2039, fio_esm, Apr Average, Turkmenistan, TKM
21.810152, 2020-2039, fio_esm, May Average, Turkmenistan, TKM
27.068857, 2020-2039, fio_esm, Jun Average, Turkmenistan, TKM
29.112537, 2020-2039, fio_esm, Jul Average, Turkmenistan, TKM
27.003094, 2020-2039, fio_esm, Aug Average, Turkmenistan, TKM
21.738562, 2020-2039, fio_esm, Sep Average, Turkmenistan, TKM
15.771734, 2020-2039, fio_esm, Oct Average, Turkmenistan, TKM
10.532703, 2020-2039, fio_esm, Nov Average, Turkmenistan, TKM
6.7582836, 2020-2039, fio_esm, Dec Average, Turkmenistan, TKM
3.2193916, 2020-2039, gfdl_cm3, Jan Average, Turkmenistan, TKM
3.48229, 2020-2039, gfdl_cm3, Feb Average, Turkmenistan, TKM
9.922959, 2020-2039, gfdl_cm3, Mar Average, Turkmenistan, TKM
15.805664, 2020-2039, gfdl_cm3, Apr Average, Turkmenistan, TKM
23.05578, 2020-2039, gfdl_cm3, May Average, Turkmenistan, TKM
29.585043, 2020-2039, gfdl_cm3, Jun Average, Turkmenistan, TKM
32.554085, 2020-2039, gfdl_cm3, Jul Average, Turkmenistan, TKM
31.644802, 2020-2039, gfdl_cm3, Aug Average, Turkmenistan, TKM
25.299803, 2020-2039, gfdl_cm3, Sep Average, Turkmenistan, TKM
16.694267, 2020-2039, gfdl_cm3, Oct Average, Turkmenistan, TKM
9.724381, 2020-2039, gfdl_cm3, Nov Average, Turkmenistan, TKM
3.892236, 2020-2039, gfdl_cm3, Dec Average, Turkmenistan, TKM
4.094484, 2020-2039, gfdl_esm2m, Jan Average, Turkmenistan, TKM
5.891813, 2020-2039, gfdl_esm2m, Feb Average, Turkmenistan, TKM
9.847738, 2020-2039, gfdl_esm2m, Mar Average, Turkmenistan, TKM
16.724455, 2020-2039, gfdl_esm2m, Apr Average, Turkmenistan, TKM
23.025114, 2020-2039, gfdl_esm2m, May Average, Turkmenistan, TKM
29.596224, 2020-2039, gfdl_esm2m, Jun Average, Turkmenistan, TKM
32.687305, 2020-2039, gfdl_esm2m, Jul Average, Turkmenistan, TKM
30.547758, 2020-2039, gfdl_esm2m, Aug Average, Turkmenistan, TKM
25.269796, 2020-2039, gfdl_esm2m, Sep Average, Turkmenistan, TKM
16.64502, 2020-2039, gfdl_esm2m, Oct Average, Turkmenistan, TKM
9.899883, 2020-2039, gfdl_esm2m, Nov Average, Turkmenistan, TKM
5.253205, 2020-2039, gfdl_esm2m, Dec Average, Turkmenistan, TKM
9.772181, 2020-2039, giss_e2_h, Jan Average, Turkmenistan, TKM
10.401265, 2020-2039, giss_e2_h, Feb Average, Turkmenistan, TKM
13.132813, 2020-2039, giss_e2_h, Mar Average, Turkmenistan, TKM
16.311195, 2020-2039, giss_e2_h, Apr Average, Turkmenistan, TKM
20.382008, 2020-2039, giss_e2_h, May Average, Turkmenistan, TKM
23.524973, 2020-2039, giss_e2_h, Jun Average, Turkmenistan, TKM
24.537752, 2020-2039, giss_e2_h, Jul Average, Turkmenistan, TKM
24.093338, 2020-2039, giss_e2_h, Aug Average, Turkmenistan, TKM
21.912766, 2020-2039, giss_e2_h, Sep Average, Turkmenistan, TKM
18.5115, 2020-2039, giss_e2_h, Oct Average, Turkmenistan, TKM
13.667254, 2020-2039, giss_e2_h, Nov Average, Turkmenistan, TKM
10.168483, 2020-2039, giss_e2_h, Dec Average, Turkmenistan, TKM
10.176574, 2020-2039, giss_e2_r, Jan Average, Turkmenistan, TKM
11.015659, 2020-2039, giss_e2_r, Feb Average, Turkmenistan, TKM
13.105281, 2020-2039, giss_e2_r, Mar Average, Turkmenistan, TKM
15.8664665, 2020-2039, giss_e2_r, Apr Average, Turkmenistan, TKM
18.494991, 2020-2039, giss_e2_r, May Average, Turkmenistan, TKM
