Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
8.470367, 2020-2039, bcc_csm1_1, Jun Average, Canada, CAN
11.203984, 2020-2039, bcc_csm1_1, Jul Average, Canada, CAN
9.3006115, 2020-2039, bcc_csm1_1, Aug Average, Canada, CAN
4.7944407, 2020-2039, bcc_csm1_1, Sep Average, Canada, CAN
-1.4223096, 2020-2039, bcc_csm1_1, Oct Average, Canada, CAN
-10.401464, 2020-2039, bcc_csm1_1, Nov Average, Canada, CAN
-18.047573, 2020-2039, bcc_csm1_1, Dec Average, Canada, CAN
-20.23229, 2020-2039, bcc_csm1_1_m, Jan Average, Canada, CAN
-18.123829, 2020-2039, bcc_csm1_1_m, Feb Average, Canada, CAN
-13.203581, 2020-2039, bcc_csm1_1_m, Mar Average, Canada, CAN
-4.1128564, 2020-2039, bcc_csm1_1_m, Apr Average, Canada, CAN
3.921571, 2020-2039, bcc_csm1_1_m, May Average, Canada, CAN
9.705262, 2020-2039, bcc_csm1_1_m, Jun Average, Canada, CAN
12.308915, 2020-2039, bcc_csm1_1_m, Jul Average, Canada, CAN
9.569928, 2020-2039, bcc_csm1_1_m, Aug Average, Canada, CAN
4.969419, 2020-2039, bcc_csm1_1_m, Sep Average, Canada, CAN
-1.3750663, 2020-2039, bcc_csm1_1_m, Oct Average, Canada, CAN
-8.936815, 2020-2039, bcc_csm1_1_m, Nov Average, Canada, CAN
-15.8153925, 2020-2039, bcc_csm1_1_m, Dec Average, Canada, CAN
-21.59219, 2020-2039, ccsm4, Jan Average, Canada, CAN
-19.82368, 2020-2039, ccsm4, Feb Average, Canada, CAN
-15.0684595, 2020-2039, ccsm4, Mar Average, Canada, CAN
-6.7517796, 2020-2039, ccsm4, Apr Average, Canada, CAN
2.7607, 2020-2039, ccsm4, May Average, Canada, CAN
9.802329, 2020-2039, ccsm4, Jun Average, Canada, CAN
13.925754, 2020-2039, ccsm4, Jul Average, Canada, CAN
11.392818, 2020-2039, ccsm4, Aug Average, Canada, CAN
5.332299, 2020-2039, ccsm4, Sep Average, Canada, CAN
-2.3755991, 2020-2039, ccsm4, Oct Average, Canada, CAN
-12.035195, 2020-2039, ccsm4, Nov Average, Canada, CAN
-19.24072, 2020-2039, ccsm4, Dec Average, Canada, CAN
-24.06183, 2020-2039, cesm1_cam5, Jan Average, Canada, CAN
-22.93432, 2020-2039, cesm1_cam5, Feb Average, Canada, CAN
-16.623617, 2020-2039, cesm1_cam5, Mar Average, Canada, CAN
-7.7676997, 2020-2039, cesm1_cam5, Apr Average, Canada, CAN
1.9292166, 2020-2039, cesm1_cam5, May Average, Canada, CAN
9.8164215, 2020-2039, cesm1_cam5, Jun Average, Canada, CAN
13.71203, 2020-2039, cesm1_cam5, Jul Average, Canada, CAN
11.489492, 2020-2039, cesm1_cam5, Aug Average, Canada, CAN
5.6713057, 2020-2039, cesm1_cam5, Sep Average, Canada, CAN
-2.8286643, 2020-2039, cesm1_cam5, Oct Average, Canada, CAN
-13.096562, 2020-2039, cesm1_cam5, Nov Average, Canada, CAN
-21.655664, 2020-2039, cesm1_cam5, Dec Average, Canada, CAN
-25.219074, 2020-2039, csiro_mk3_6_0, Jan Average, Canada, CAN
-23.452589, 2020-2039, csiro_mk3_6_0, Feb Average, Canada, CAN
-17.364065, 2020-2039, csiro_mk3_6_0, Mar Average, Canada, CAN
-6.783236, 2020-2039, csiro_mk3_6_0, Apr Average, Canada, CAN
3.874074, 2020-2039, csiro_mk3_6_0, May Average, Canada, CAN
10.164491, 2020-2039, csiro_mk3_6_0, Jun Average, Canada, CAN
12.100311, 2020-2039, csiro_mk3_6_0, Jul Average, Canada, CAN
9.774091, 2020-2039, csiro_mk3_6_0, Aug Average, Canada, CAN
3.4310699, 2020-2039, csiro_mk3_6_0, Sep Average, Canada, CAN
-4.9693027, 2020-2039, csiro_mk3_6_0, Oct Average, Canada, CAN
-14.123357, 2020-2039, csiro_mk3_6_0, Nov Average, Canada, CAN
-22.29142, 2020-2039, csiro_mk3_6_0, Dec Average, Canada, CAN
-18.77882, 2020-2039, fio_esm, Jan Average, Canada, CAN
-18.137869, 2020-2039, fio_esm, Feb Average, Canada, CAN
-12.73342, 2020-2039, fio_esm, Mar Average, Canada, CAN
-3.4872277, 2020-2039, fio_esm, Apr Average, Canada, CAN
5.1748543, 2020-2039, fio_esm, May Average, Canada, CAN
11.424648, 2020-2039, fio_esm, Jun Average, Canada, CAN
13.308944, 2020-2039, fio_esm, Jul Average, Canada, CAN
11.181679, 2020-2039, fio_esm, Aug Average, Canada, CAN
6.1482587, 2020-2039, fio_esm, Sep Average, Canada, CAN
-0.22676018, 2020-2039, fio_esm, Oct Average, Canada, CAN
-8.355694, 2020-2039, fio_esm, Nov Average, Canada, CAN
-15.2733, 2020-2039, fio_esm, Dec Average, Canada, CAN
-15.728413, 2020-2039, gfdl_cm3, Jan Average, Canada, CAN
-17.17198, 2020-2039, gfdl_cm3, Feb Average, Canada, CAN
-13.8955345, 2020-2039, gfdl_cm3, Mar Average, Canada, CAN
-6.219902, 2020-2039, gfdl_cm3, Apr Average, Canada, CAN
2.338617, 2020-2039, gfdl_cm3, May Average, Canada, CAN
9.007686, 2020-2039, gfdl_cm3, Jun Average, Canada, CAN
12.615592, 2020-2039, gfdl_cm3, Jul Average, Canada, CAN
11.199584, 2020-2039, gfdl_cm3, Aug Average, Canada, CAN
6.3244543, 2020-2039, gfdl_cm3, Sep Average, Canada, CAN
-0.12993392, 2020-2039, gfdl_cm3, Oct Average, Canada, CAN
-6.86685, 2020-2039, gfdl_cm3, Nov Average, Canada, CAN
-13.85259, 2020-2039, gfdl_cm3, Dec Average, Canada, CAN
-15.484913, 2020-2039, gfdl_esm2m, Jan Average, Canada, CAN
-16.068323, 2020-2039, gfdl_esm2m, Feb Average, Canada, CAN
-12.168842, 2020-2039, gfdl_esm2m, Mar Average, Canada, CAN
-3.9839613, 2020-2039, gfdl_esm2m, Apr Average, Canada, CAN
4.149044, 2020-2039, gfdl_esm2m, May Average, Canada, CAN
10.33215, 2020-2039, gfdl_esm2m, Jun Average, Canada, CAN
12.569823, 2020-2039, gfdl_esm2m, Jul Average, Canada, CAN
10.229924, 2020-2039, gfdl_esm2m, Aug Average, Canada, CAN
4.823627, 2020-2039, gfdl_esm2m, Sep Average, Canada, CAN
-1.5335019, 2020-2039, gfdl_esm2m, Oct Average, Canada, CAN
-8.138556, 2020-2039, gfdl_esm2m, Nov Average, Canada, CAN
-13.379382, 2020-2039, gfdl_esm2m, Dec Average, Canada, CAN
-18.22862, 2020-2039, giss_e2_h, Jan Average, Canada, CAN
-17.709251, 2020-2039, giss_e2_h, Feb Average, Canada, CAN
-12.874051, 2020-2039, giss_e2_h, Mar Average, Canada, CAN
-5.021767, 2020-2039, giss_e2_h, Apr Average, Canada, CAN
3.3023424, 2020-2039, giss_e2_h, May Average, Canada, CAN
10.339825, 2020-2039, giss_e2_h, Jun Average, Canada, CAN
13.20352, 2020-2039, giss_e2_h, Jul Average, Canada, CAN
11.042688, 2020-2039, giss_e2_h, Aug Average, Canada, CAN
5.9331474, 2020-2039, giss_e2_h, Sep Average, Canada, CAN
-0.44514593, 2020-2039, giss_e2_h, Oct Average, Canada, CAN
-8.165547, 2020-2039, giss_e2_h, Nov Average, Canada, CAN
-14.982182, 2020-2039, giss_e2_h, Dec Average, Canada, CAN
-20.75453, 2020-2039, giss_e2_r, Jan Average, Canada, CAN
-19.952652, 2020-2039, giss_e2_r, Feb Average, Canada, CAN
-13.473792, 2020-2039, giss_e2_r, Mar Average, Canada, CAN
-5.2015753, 2020-2039, giss_e2_r, Apr Average, Canada, CAN
2.6088362, 2020-2039, giss_e2_r, May Average, Canada, CAN
9.526479, 2020-2039, giss_e2_r, Jun Average, Canada, CAN
13.212928, 2020-2039, giss_e2_r, Jul Average, Canada, CAN
11.742608, 2020-2039, giss_e2_r, Aug Average, Canada, CAN
6.655932, 2020-2039, giss_e2_r, Sep Average, Canada, CAN
-0.94808257, 2020-2039, giss_e2_r, Oct Average, Canada, CAN
-9.749833, 2020-2039, giss_e2_r, Nov Average, Canada, CAN
-16.893057, 2020-2039, giss_e2_r, Dec Average, Canada, CAN
-18.518564, 2020-2039, ipsl_cm5a_mr, Jan Average, Canada, CAN
-17.73989, 2020-2039, ipsl_cm5a_mr, Feb Average, Canada, CAN
-12.6601515, 2020-2039, ipsl_cm5a_mr, Mar Average, Canada, CAN
-5.5820637, 2020-2039, ipsl_cm5a_mr, Apr Average, Canada, CAN
3.1747625, 2020-2039, ipsl_cm5a_mr, May Average, Canada, CAN
12.163256, 2020-2039, ipsl_cm5a_mr, Jun Average, Canada, CAN
15.823317, 2020-2039, ipsl_cm5a_mr, Jul Average, Canada, CAN
13.9062805, 2020-2039, ipsl_cm5a_mr, Aug Average, Canada, CAN
6.530997, 2020-2039, ipsl_cm5a_mr, Sep Average, Canada, CAN
-2.3697488, 2020-2039, ipsl_cm5a_mr, Oct Average, Canada, CAN
-9.166988, 2020-2039, ipsl_cm5a_mr, Nov Average, Canada, CAN
-14.371969, 2020-2039, ipsl_cm5a_mr, Dec Average, Canada, CAN
-14.552744, 2020-2039, miroc_esm, Jan Average, Canada, CAN
-15.729851, 2020-2039, miroc_esm, Feb Average, Canada, CAN
-11.786376, 2020-2039, miroc_esm, Mar Average, Canada, CAN
-3.937712, 2020-2039, miroc_esm, Apr Average, Canada, CAN
5.571535, 2020-2039, miroc_esm, May Average, Canada, CAN
13.342176, 2020-2039, miroc_esm, Jun Average, Canada, CAN
16.93085, 2020-2039, miroc_esm, Jul Average, Canada, CAN
14.487324, 2020-2039, miroc_esm, Aug Average, Canada, CAN
8.649841, 2020-2039, miroc_esm, Sep Average, Canada, CAN
1.6921004, 2020-2039, miroc_esm, Oct Average, Canada, CAN
-5.275748, 2020-2039, miroc_esm, Nov Average, Canada, CAN
-10.790252, 2020-2039, miroc_esm, Dec Average, Canada, CAN
-15.984405, 2020-2039, miroc_esm_chem, Jan Average, Canada, CAN
-15.794402, 2020-2039, miroc_esm_chem, Feb Average, Canada, CAN
-12.300288, 2020-2039, miroc_esm_chem, Mar Average, Canada, CAN
-4.720312, 2020-2039, miroc_esm_chem, Apr Average, Canada, CAN
5.377855, 2020-2039, miroc_esm_chem, May Average, Canada, CAN
13.525942, 2020-2039, miroc_esm_chem, Jun Average, Canada, CAN
16.835468, 2020-2039, miroc_esm_chem, Jul Average, Canada, CAN
14.443316, 2020-2039, miroc_esm_chem, Aug Average, Canada, CAN
8.403881, 2020-2039, miroc_esm_chem, Sep Average, Canada, CAN
1.6354023, 2020-2039, miroc_esm_chem, Oct Average, Canada, CAN
-4.6572285, 2020-2039, miroc_esm_chem, Nov Average, Canada, CAN
-11.416455, 2020-2039, miroc_esm_chem, Dec Average, Canada, CAN
-19.480057, 2020-2039, miroc5, Jan Average, Canada, CAN
-21.346872, 2020-2039, miroc5, Feb Average, Canada, CAN
-17.166948, 2020-2039, miroc5, Mar Average, Canada, CAN
-8.351609, 2020-2039, miroc5, Apr Average, Canada, CAN
2.4483874, 2020-2039, miroc5, May Average, Canada, CAN
11.2713995, 2020-2039, miroc5, Jun Average, Canada, CAN
16.059572, 2020-2039, miroc5, Jul Average, Canada, CAN
14.022182, 2020-2039, miroc5, Aug Average, Canada, CAN
7.642105, 2020-2039, miroc5, Sep Average, Canada, CAN
-0.528108, 2020-2039, miroc5, Oct Average, Canada, CAN
-8.395917, 2020-2039, miroc5, Nov Average, Canada, CAN
-15.238747, 2020-2039, miroc5, Dec Average, Canada, CAN
-23.269882, 2020-2039, mri_cgcm3, Jan Average, Canada, CAN
-21.267214, 2020-2039, mri_cgcm3, Feb Average, Canada, CAN
-16.41086, 2020-2039, mri_cgcm3, Mar Average, Canada, CAN
-7.2744308, 2020-2039, mri_cgcm3, Apr Average, Canada, CAN
1.6694272, 2020-2039, mri_cgcm3, May Average, Canada, CAN
10.091405, 2020-2039, mri_cgcm3, Jun Average, Canada, CAN
13.753766, 2020-2039, mri_cgcm3, Jul Average, Canada, CAN
10.941208, 2020-2039, mri_cgcm3, Aug Average, Canada, CAN
4.56514, 2020-2039, mri_cgcm3, Sep Average, Canada, CAN
-3.4420586, 2020-2039, mri_cgcm3, Oct Average, Canada, CAN
-12.566584, 2020-2039, mri_cgcm3, Nov Average, Canada, CAN
-19.65609, 2020-2039, mri_cgcm3, Dec Average, Canada, CAN
-22.964853, 2020-2039, noresm1_m, Jan Average, Canada, CAN
-21.434431, 2020-2039, noresm1_m, Feb Average, Canada, CAN
-16.057434, 2020-2039, noresm1_m, Mar Average, Canada, CAN
-7.743107, 2020-2039, noresm1_m, Apr Average, Canada, CAN
1.7721717, 2020-2039, noresm1_m, May Average, Canada, CAN
8.170637, 2020-2039, noresm1_m, Jun Average, Canada, CAN
11.435359, 2020-2039, noresm1_m, Jul Average, Canada, CAN
9.323097, 2020-2039, noresm1_m, Aug Average, Canada, CAN
3.3383932, 2020-2039, noresm1_m, Sep Average, Canada, CAN
-4.5853944, 2020-2039, noresm1_m, Oct Average, Canada, CAN
-13.050471, 2020-2039, noresm1_m, Nov Average, Canada, CAN
-19.74172, 2020-2039, noresm1_m, Dec Average, Canada, CAN
22.780054, 2020-2039, bcc_csm1_1, Jan Average, Cape Verde, CPV
22.235928, 2020-2039, bcc_csm1_1, Feb Average, Cape Verde, CPV
22.458311, 2020-2039, bcc_csm1_1, Mar Average, Cape Verde, CPV
22.918509, 2020-2039, bcc_csm1_1, Apr Average, Cape Verde, CPV
23.414482, 2020-2039, bcc_csm1_1, May Average, Cape Verde, CPV
23.958395, 2020-2039, bcc_csm1_1, Jun Average, Cape Verde, CPV
24.84005, 2020-2039, bcc_csm1_1, Jul Average, Cape Verde, CPV
25.748266, 2020-2039, bcc_csm1_1, Aug Average, Cape Verde, CPV
26.107206, 2020-2039, bcc_csm1_1, Sep Average, Cape Verde, CPV
25.828354, 2020-2039, bcc_csm1_1, Oct Average, Cape Verde, CPV
25.254158, 2020-2039, bcc_csm1_1, Nov Average, Cape Verde, CPV
23.974478, 2020-2039, bcc_csm1_1, Dec Average, Cape Verde, CPV
22.593678, 2020-2039, bcc_csm1_1_m, Jan Average, Cape Verde, CPV
22.162304, 2020-2039, bcc_csm1_1_m, Feb Average, Cape Verde, CPV
22.32436, 2020-2039, bcc_csm1_1_m, Mar Average, Cape Verde, CPV
22.652391, 2020-2039, bcc_csm1_1_m, Apr Average, Cape Verde, CPV
22.981035, 2020-2039, bcc_csm1_1_m, May Average, Cape Verde, CPV
23.361332, 2020-2039, bcc_csm1_1_m, Jun Average, Cape Verde, CPV
23.955873, 2020-2039, bcc_csm1_1_m, Jul Average, Cape Verde, CPV
24.717413, 2020-2039, bcc_csm1_1_m, Aug Average, Cape Verde, CPV
25.086136, 2020-2039, bcc_csm1_1_m, Sep Average, Cape Verde, CPV
24.973686, 2020-2039, bcc_csm1_1_m, Oct Average, Cape Verde, CPV
24.476261, 2020-2039, bcc_csm1_1_m, Nov Average, Cape Verde, CPV
23.589159, 2020-2039, bcc_csm1_1_m, Dec Average, Cape Verde, CPV
22.590883, 2020-2039, ccsm4, Jan Average, Cape Verde, CPV
22.63668, 2020-2039, ccsm4, Feb Average, Cape Verde, CPV
22.808811, 2020-2039, ccsm4, Mar Average, Cape Verde, CPV
22.592552, 2020-2039, ccsm4, Apr Average, Cape Verde, CPV
22.670235, 2020-2039, ccsm4, May Average, Cape Verde, CPV
23.134743, 2020-2039, ccsm4, Jun Average, Cape Verde, CPV
24.086346, 2020-2039, ccsm4, Jul Average, Cape Verde, CPV
25.062094, 2020-2039, ccsm4, Aug Average, Cape Verde, CPV
25.41537, 2020-2039, ccsm4, Sep Average, Cape Verde, CPV
25.982237, 2020-2039, ccsm4, Oct Average, Cape Verde, CPV
25.297918, 2020-2039, ccsm4, Nov Average, Cape Verde, CPV
23.838396, 2020-2039, ccsm4, Dec Average, Cape Verde, CPV
21.981577, 2020-2039, cesm1_cam5, Jan Average, Cape Verde, CPV
21.697588, 2020-2039, cesm1_cam5, Feb Average, Cape Verde, CPV
21.44299, 2020-2039, cesm1_cam5, Mar Average, Cape Verde, CPV
21.350527, 2020-2039, cesm1_cam5, Apr Average, Cape Verde, CPV
21.51821, 2020-2039, cesm1_cam5, May Average, Cape Verde, CPV
22.073639, 2020-2039, cesm1_cam5, Jun Average, Cape Verde, CPV
22.909336, 2020-2039, cesm1_cam5, Jul Average, Cape Verde, CPV
23.733877, 2020-2039, cesm1_cam5, Aug Average, Cape Verde, CPV
24.213255, 2020-2039, cesm1_cam5, Sep Average, Cape Verde, CPV
24.002615, 2020-2039, cesm1_cam5, Oct Average, Cape Verde, CPV
23.52185, 2020-2039, cesm1_cam5, Nov Average, Cape Verde, CPV
23.018858, 2020-2039, cesm1_cam5, Dec Average, Cape Verde, CPV
22.437735, 2020-2039, csiro_mk3_6_0, Jan Average, Cape Verde, CPV
21.928734, 2020-2039, csiro_mk3_6_0, Feb Average, Cape Verde, CPV
22.033556, 2020-2039, csiro_mk3_6_0, Mar Average, Cape Verde, CPV
22.0696, 2020-2039, csiro_mk3_6_0, Apr Average, Cape Verde, CPV
22.08107, 2020-2039, csiro_mk3_6_0, May Average, Cape Verde, CPV
22.435717, 2020-2039, csiro_mk3_6_0, Jun Average, Cape Verde, CPV
23.619328, 2020-2039, csiro_mk3_6_0, Jul Average, Cape Verde, CPV
24.746622, 2020-2039, csiro_mk3_6_0, Aug Average, Cape Verde, CPV
25.380291, 2020-2039, csiro_mk3_6_0, Sep Average, Cape Verde, CPV
25.543194, 2020-2039, csiro_mk3_6_0, Oct Average, Cape Verde, CPV
24.874474, 2020-2039, csiro_mk3_6_0, Nov Average, Cape Verde, CPV
23.436544, 2020-2039, csiro_mk3_6_0, Dec Average, Cape Verde, CPV
24.121758, 2020-2039, fio_esm, Jan Average, Cape Verde, CPV
23.915169, 2020-2039, fio_esm, Feb Average, Cape Verde, CPV
24.32461, 2020-2039, fio_esm, Mar Average, Cape Verde, CPV
24.981567, 2020-2039, fio_esm, Apr Average, Cape Verde, CPV
24.491188, 2020-2039, fio_esm, May Average, Cape Verde, CPV
24.904936, 2020-2039, fio_esm, Jun Average, Cape Verde, CPV
25.487902, 2020-2039, fio_esm, Jul Average, Cape Verde, CPV
26.162025, 2020-2039, fio_esm, Aug Average, Cape Verde, CPV
26.936455, 2020-2039, fio_esm, Sep Average, Cape Verde, CPV
27.31856, 2020-2039, fio_esm, Oct Average, Cape Verde, CPV
26.623392, 2020-2039, fio_esm, Nov Average, Cape Verde, CPV
25.185802, 2020-2039, fio_esm, Dec Average, Cape Verde, CPV
21.695105, 2020-2039, gfdl_cm3, Jan Average, Cape Verde, CPV
20.98215, 2020-2039, gfdl_cm3, Feb Average, Cape Verde, CPV
20.889843, 2020-2039, gfdl_cm3, Mar Average, Cape Verde, CPV
21.588902, 2020-2039, gfdl_cm3, Apr Average, Cape Verde, CPV
22.582376, 2020-2039, gfdl_cm3, May Average, Cape Verde, CPV
23.32232, 2020-2039, gfdl_cm3, Jun Average, Cape Verde, CPV
24.662777, 2020-2039, gfdl_cm3, Jul Average, Cape Verde, CPV
26.11317, 2020-2039, gfdl_cm3, Aug Average, Cape Verde, CPV
26.787102, 2020-2039, gfdl_cm3, Sep Average, Cape Verde, CPV
26.44786, 2020-2039, gfdl_cm3, Oct Average, Cape Verde, CPV
25.520506, 2020-2039, gfdl_cm3, Nov Average, Cape Verde, CPV
23.392958, 2020-2039, gfdl_cm3, Dec Average, Cape Verde, CPV
22.071386, 2020-2039, gfdl_esm2m, Jan Average, Cape Verde, CPV
22.189714, 2020-2039, gfdl_esm2m, Feb Average, Cape Verde, CPV
22.424301, 2020-2039, gfdl_esm2m, Mar Average, Cape Verde, CPV
22.976322, 2020-2039, gfdl_esm2m, Apr Average, Cape Verde, CPV
23.249647, 2020-2039, gfdl_esm2m, May Average, Cape Verde, CPV
23.975193, 2020-2039, gfdl_esm2m, Jun Average, Cape Verde, CPV
25.79944, 2020-2039, gfdl_esm2m, Jul Average, Cape Verde, CPV
27.131805, 2020-2039, gfdl_esm2m, Aug Average, Cape Verde, CPV
27.25149, 2020-2039, gfdl_esm2m, Sep Average, Cape Verde, CPV
26.763525, 2020-2039, gfdl_esm2m, Oct Average, Cape Verde, CPV
24.95862, 2020-2039, gfdl_esm2m, Nov Average, Cape Verde, CPV
23.086555, 2020-2039, gfdl_esm2m, Dec Average, Cape Verde, CPV
24.02963, 2020-2039, giss_e2_h, Jan Average, Cape Verde, CPV
23.567223, 2020-2039, giss_e2_h, Feb Average, Cape Verde, CPV
23.585785, 2020-2039, giss_e2_h, Mar Average, Cape Verde, CPV
23.84243, 2020-2039, giss_e2_h, Apr Average, Cape Verde, CPV
24.386047, 2020-2039, giss_e2_h, May Average, Cape Verde, CPV
25.226637, 2020-2039, giss_e2_h, Jun Average, Cape Verde, CPV
26.222824, 2020-2039, giss_e2_h, Jul Average, Cape Verde, CPV
26.941061, 2020-2039, giss_e2_h, Aug Average, Cape Verde, CPV
27.31857, 2020-2039, giss_e2_h, Sep Average, Cape Verde, CPV
26.962173, 2020-2039, giss_e2_h, Oct Average, Cape Verde, CPV
26.066843, 2020-2039, giss_e2_h, Nov Average, Cape Verde, CPV
25.01923, 2020-2039, giss_e2_h, Dec Average, Cape Verde, CPV
24.544296, 2020-2039, giss_e2_r, Jan Average, Cape Verde, CPV
23.804283, 2020-2039, giss_e2_r, Feb Average, Cape Verde, CPV
23.655807, 2020-2039, giss_e2_r, Mar Average, Cape Verde, CPV
23.846807, 2020-2039, giss_e2_r, Apr Average, Cape Verde, CPV
24.27357, 2020-2039, giss_e2_r, May Average, Cape Verde, CPV
25.34657, 2020-2039, giss_e2_r, Jun Average, Cape Verde, CPV
26.26581, 2020-2039, giss_e2_r, Jul Average, Cape Verde, CPV
27.135254, 2020-2039, giss_e2_r, Aug Average, Cape Verde, CPV
27.723867, 2020-2039, giss_e2_r, Sep Average, Cape Verde, CPV
27.52682, 2020-2039, giss_e2_r, Oct Average, Cape Verde, CPV
26.517248, 2020-2039, giss_e2_r, Nov Average, Cape Verde, CPV
25.603775, 2020-2039, giss_e2_r, Dec Average, Cape Verde, CPV
20.402205, 2020-2039, ipsl_cm5a_mr, Jan Average, Cape Verde, CPV
19.71722, 2020-2039, ipsl_cm5a_mr, Feb Average, Cape Verde, CPV
19.483358, 2020-2039, ipsl_cm5a_mr, Mar Average, Cape Verde, CPV
19.880571, 2020-2039, ipsl_cm5a_mr, Apr Average, Cape Verde, CPV
20.802866, 2020-2039, ipsl_cm5a_mr, May Average, Cape Verde, CPV
21.75093, 2020-2039, ipsl_cm5a_mr, Jun Average, Cape Verde, CPV
22.765615, 2020-2039, ipsl_cm5a_mr, Jul Average, Cape Verde, CPV
24.106243, 2020-2039, ipsl_cm5a_mr, Aug Average, Cape Verde, CPV
24.694113, 2020-2039, ipsl_cm5a_mr, Sep Average, Cape Verde, CPV
24.02551, 2020-2039, ipsl_cm5a_mr, Oct Average, Cape Verde, CPV
23.149864, 2020-2039, ipsl_cm5a_mr, Nov Average, Cape Verde, CPV
21.757624, 2020-2039, ipsl_cm5a_mr, Dec Average, Cape Verde, CPV
22.507347, 2020-2039, miroc_esm, Jan Average, Cape Verde, CPV
22.489103, 2020-2039, miroc_esm, Feb Average, Cape Verde, CPV
22.853075, 2020-2039, miroc_esm, Mar Average, Cape Verde, CPV
23.41224, 2020-2039, miroc_esm, Apr Average, Cape Verde, CPV
24.113344, 2020-2039, miroc_esm, May Average, Cape Verde, CPV
24.924587, 2020-2039, miroc_esm, Jun Average, Cape Verde, CPV
25.797482, 2020-2039, miroc_esm, Jul Average, Cape Verde, CPV
25.999718, 2020-2039, miroc_esm, Aug Average, Cape Verde, CPV
26.07655, 2020-2039, miroc_esm, Sep Average, Cape Verde, CPV
26.132963, 2020-2039, miroc_esm, Oct Average, Cape Verde, CPV
25.133526, 2020-2039, miroc_esm, Nov Average, Cape Verde, CPV
23.501818, 2020-2039, miroc_esm, Dec Average, Cape Verde, CPV
22.58925, 2020-2039, miroc_esm_chem, Jan Average, Cape Verde, CPV
22.414701, 2020-2039, miroc_esm_chem, Feb Average, Cape Verde, CPV
22.915632, 2020-2039, miroc_esm_chem, Mar Average, Cape Verde, CPV
23.339264, 2020-2039, miroc_esm_chem, Apr Average, Cape Verde, CPV
24.00571, 2020-2039, miroc_esm_chem, May Average, Cape Verde, CPV
24.97611, 2020-2039, miroc_esm_chem, Jun Average, Cape Verde, CPV
25.77072, 2020-2039, miroc_esm_chem, Jul Average, Cape Verde, CPV
26.037344, 2020-2039, miroc_esm_chem, Aug Average, Cape Verde, CPV
26.10025, 2020-2039, miroc_esm_chem, Sep Average, Cape Verde, CPV
26.265072, 2020-2039, miroc_esm_chem, Oct Average, Cape Verde, CPV
25.474613, 2020-2039, miroc_esm_chem, Nov Average, Cape Verde, CPV
23.724123, 2020-2039, miroc_esm_chem, Dec Average, Cape Verde, CPV
23.267698, 2020-2039, miroc5, Jan Average, Cape Verde, CPV
22.981365, 2020-2039, miroc5, Feb Average, Cape Verde, CPV
22.862286, 2020-2039, miroc5, Mar Average, Cape Verde, CPV
23.011833, 2020-2039, miroc5, Apr Average, Cape Verde, CPV
23.313452, 2020-2039, miroc5, May Average, Cape Verde, CPV
23.982386, 2020-2039, miroc5, Jun Average, Cape Verde, CPV
25.023785, 2020-2039, miroc5, Jul Average, Cape Verde, CPV
25.79705, 2020-2039, miroc5, Aug Average, Cape Verde, CPV
26.041845, 2020-2039, miroc5, Sep Average, Cape Verde, CPV
25.604519, 2020-2039, miroc5, Oct Average, Cape Verde, CPV
24.78691, 2020-2039, miroc5, Nov Average, Cape Verde, CPV
23.896343, 2020-2039, miroc5, Dec Average, Cape Verde, CPV
21.551289, 2020-2039, mri_cgcm3, Jan Average, Cape Verde, CPV
21.223068, 2020-2039, mri_cgcm3, Feb Average, Cape Verde, CPV
21.29997, 2020-2039, mri_cgcm3, Mar Average, Cape Verde, CPV
21.40588, 2020-2039, mri_cgcm3, Apr Average, Cape Verde, CPV
21.512201, 2020-2039, mri_cgcm3, May Average, Cape Verde, CPV
22.656685, 2020-2039, mri_cgcm3, Jun Average, Cape Verde, CPV
24.072205, 2020-2039, mri_cgcm3, Jul Average, Cape Verde, CPV
25.37338, 2020-2039, mri_cgcm3, Aug Average, Cape Verde, CPV
25.141644, 2020-2039, mri_cgcm3, Sep Average, Cape Verde, CPV
24.751698, 2020-2039, mri_cgcm3, Oct Average, Cape Verde, CPV
23.941355, 2020-2039, mri_cgcm3, Nov Average, Cape Verde, CPV
22.752827, 2020-2039, mri_cgcm3, Dec Average, Cape Verde, CPV
20.813158, 2020-2039, noresm1_m, Jan Average, Cape Verde, CPV
20.649672, 2020-2039, noresm1_m, Feb Average, Cape Verde, CPV
21.149132, 2020-2039, noresm1_m, Mar Average, Cape Verde, CPV
20.985567, 2020-2039, noresm1_m, Apr Average, Cape Verde, CPV
20.941887, 2020-2039, noresm1_m, May Average, Cape Verde, CPV
21.511677, 2020-2039, noresm1_m, Jun Average, Cape Verde, CPV
22.38484, 2020-2039, noresm1_m, Jul Average, Cape Verde, CPV
23.542028, 2020-2039, noresm1_m, Aug Average, Cape Verde, CPV
24.24791, 2020-2039, noresm1_m, Sep Average, Cape Verde, CPV
24.659203, 2020-2039, noresm1_m, Oct Average, Cape Verde, CPV
23.926395, 2020-2039, noresm1_m, Nov Average, Cape Verde, CPV
21.912205, 2020-2039, noresm1_m, Dec Average, Cape Verde, CPV
25.970953, 2020-2039, bcc_csm1_1, Jan Average, Central African Republic, CAF
26.923851, 2020-2039, bcc_csm1_1, Feb Average, Central African Republic, CAF
